,village_id,state_id,secc_pop,secc_pop_scaled,area,longitude,latitude,pop_density,pop_density_log2,pop_density_log2_int,pop_density_class,partition,l8_vis_path,s1_vis_path
1336,443392,24,236,201.450000882149,1389984.90379629,72.80788016261809,24.3566664211483,169.7860166361829,7.407573835000466,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443392.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443392.0.tif
1337,443393,24,384,325.750002026558,4799272.99927878,72.82356416479091,24.3605302609265,80.01211851413879,6.322146619839681,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443393.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443393.0.tif
1338,443394,24,179,158.000000834465,3519849.35677637,72.84485325628908,24.362610659452706,50.854449113110896,5.668302091834162,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_443394.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443394.0.tif
1339,443395,24,95,83.10000038146971,1114102.24141099,72.8577598338212,24.3560905406484,85.2704504747107,6.413973973132175,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443395.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443395.0.tif
1340,443396,24,1059,934.1500055789952,10002507.9397102,72.8808290797924,24.3497352513662,105.87344757765644,6.726197005250153,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443396.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443396.0.tif
1341,443397,24,712,604.350003600121,5207077.64892699,72.85462500373441,24.344718706342203,136.73696610741345,7.095259510336442,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443397.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443397.0.tif
1342,443398,24,892,763.1000043153758,7752205.36014537,72.76503815296121,24.3101779878401,115.06403127371141,6.846293110883115,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443398.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443398.0.tif
1343,443399,24,368,310.500001788139,2469160.64137443,72.7450083694086,24.309377931203198,149.03850070895226,7.219541256078888,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443399.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443399.0.tif
1344,443400,24,249,213.050001382828,3070985.12363825,72.750636875853,24.287145495026106,81.08147385129803,6.3413004083916436,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443400.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443400.0.tif
1345,443401,24,974,826.700004339218,12457971.8753949,72.7736090290623,24.2874362980164,78.18287035337568,6.288780646623341,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443401.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443401.0.tif
1346,443402,24,3684,3196.45001983643,12727687.9480362,72.8350962219277,24.316232135220105,289.44769977397334,8.177158881363566,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443402.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443402.0.tif
1347,443403,24,1511,1293.4500073194502,8000680.85524192,72.8953933630284,24.3270027166137,188.85892680121304,7.5611651670792535,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443403.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443403.0.tif
1348,443404,24,3484,2961.20001983643,36847756.4688592,72.9328338782306,24.3185702337618,94.55121108782836,6.5630240323771964,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443404.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443404.0.tif
1349,443405,24,2049,1741.90001189709,9272339.27924659,72.8828199831002,24.3119133706975,220.97983456947966,7.787770912812317,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443405.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443405.0.tif
1350,443406,24,1162,990.350004553795,7641788.01476478,72.8671357845827,24.3002147774646,152.05865404207594,7.2484841158987745,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443406.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443406.0.tif
1351,443407,24,1982,1686.55001091957,16434204.924097,72.8336387886278,24.2808775071593,120.60212277710195,6.914111490819068,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443407.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443407.0.tif
1352,443408,24,1802,1530.1500117778799,15994986.2737991,72.79347927075679,24.279137960345697,112.66030299455782,6.815835446530137,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443408.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443408.0.tif
1353,443409,24,550,471.9000028371809,4927918.21849535,72.7667558542884,24.24991745317489,111.60899503886904,6.802309494495728,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443409.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443409.0.tif
1354,443410,24,431,368.150002002716,2458466.56494457,72.8135065930465,24.270770236866497,175.31253267612271,7.4537853243969785,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443410.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443410.0.tif
1355,443411,24,232,197.80000126361801,1960630.22405726,72.8162777341979,24.2574142106884,118.32929899443623,6.8866635270235195,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443411.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443411.0.tif
1356,443412,24,666,568.700004220009,6512133.41236784,72.86160128586559,24.282165410861396,102.27063203820934,6.676248111049737,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443412.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443412.0.tif
1357,443413,24,498,424.300003290176,4370185.11577715,72.8838188646928,24.271237900051602,113.95398291073091,6.8323075402238285,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443413.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443413.0.tif
1358,443414,24,664,565.000004053116,7308564.06510261,72.90304164453829,24.2740183262151,90.8523198381073,6.5054514478300085,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443414.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443414.0.tif
1359,443415,24,964,814.350006103516,2527019.17909489,72.9331404889844,24.2813604165873,381.47712054377,8.575452722410239,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443415.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443415.0.tif
1360,443416,24,156,130.700000882149,1655279.65435138,72.9392417702497,24.2904151023,94.2438938277946,6.558327242396119,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443416.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443416.0.tif
1361,443417,24,955,813.5500050783162,2840094.43191844,72.9523942055033,24.302044666722804,336.256424880532,8.393418023406003,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443417.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443417.0.tif
1362,443418,24,1612,1369.00001084805,3747442.00421111,72.9580332824944,24.291981289590503,430.16009272152803,8.748729877475437,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443418.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443418.0.tif
1363,443419,24,271,228.700001478195,1321468.49846492,72.9688916210725,24.289890504944896,205.07488473225533,7.68000700733173,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443419.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443419.0.tif
1364,443420,24,752,633.300005316734,1704956.54818805,72.97295225121701,24.303960692804495,441.06695903727945,8.784853879884157,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443420.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443420.0.tif
1365,443421,24,2674,2274.5500165224107,4384695.82159579,72.9878293652386,24.297120278787,609.8484612843247,9.252306987673423,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443421.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443421.0.tif
1366,443422,24,958,808.1500061750412,4261423.35333534,72.99493161919071,24.2766150635887,224.80751630794688,7.812546461805637,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443422.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443422.0.tif
1367,443423,24,1075,933.0500059127812,1643927.62300754,72.9878938693669,24.2789747465124,653.921732900445,9.352974161410184,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443423.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443423.0.tif
1368,443424,24,2951,2601.75002396107,6027164.51134208,72.97458891860391,24.2728843567066,489.61663389919573,8.93550876176819,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443424.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443424.0.tif
1369,443425,24,1279,1091.05000793934,3318083.69404904,72.9532050837763,24.2756487728543,385.4634535873455,8.590450272151854,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443425.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443425.0.tif
1370,443426,24,730,632.250004410744,5081539.08716963,72.9323044948452,24.266001443075695,143.65726357260058,7.166487129775296,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443426.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443426.0.tif
1371,443427,24,633,538.400003671646,6343988.31683128,72.90856571845309,24.249360315004893,99.77950279646376,6.640671575269346,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443427.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443427.0.tif
1372,443428,24,564,483.150003552437,9296426.6516933,72.8748655415248,24.255694751406303,60.66847199803057,5.922875070859737,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_443428.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443428.0.tif
1373,443429,24,1418,1212.05000853539,10273402.4392348,72.8503795103183,24.24466392080189,138.02632656388158,7.108799656638586,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443429.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443429.0.tif
1374,443430,24,2402,2028.9500142335894,14144938.0669771,72.8085229955125,24.2447614564419,169.8133981659298,7.407806480850497,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443430.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443430.0.tif
1375,443431,24,1702,1478.60001075268,6927954.894342,72.7707179243134,24.234548626301198,245.6713454341351,7.940585784508298,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443431.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443431.0.tif
1376,443432,24,1261,1092.80000936985,7361427.48840463,72.7471344763159,24.225274052023,171.29829805241812,7.4203670072589025,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443432.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443432.0.tif
1377,443433,24,2200,1846.00001180172,8533067.54755498,72.72468756373921,24.2115438485279,257.82053027699004,8.010223340012267,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443433.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443433.0.tif
1378,443434,24,705,596.700005173683,9029285.95349768,72.7011277605099,24.2145655112394,78.0792638123177,6.2868675450816385,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443434.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443434.0.tif
1379,443435,24,688,586.250003695488,9355437.85372498,72.68864382300441,24.193824830102898,73.5401176040162,6.20045957856204,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443435.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443435.0.tif
1381,443437,24,505,437.700003266335,1889091.40758107,72.75044603561321,24.2052962575003,267.3242797957769,8.062447066451055,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443437.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443437.0.tif
1382,443438,24,122,105.80000114440901,2025436.04516288,72.7648250949569,24.216096213832998,60.2339433483268,5.912504806121873,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_443438.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443438.0.tif
1384,443440,24,653,561.05000269413,4505417.87962556,72.7917454047969,24.222621974554,144.93661130813248,7.179278258658727,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443440.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443440.0.tif
1385,443441,24,1070,906.450006127357,6710701.99896798,72.8095283066011,24.213554462923497,159.44680603676818,7.316931388267584,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443441.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443441.0.tif
1386,443442,24,969,816.800006985664,6476597.36984891,72.83189004077191,24.2162563381857,149.61559977636918,7.22511679646203,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443442.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443442.0.tif
1387,443443,24,2096,1788.7000123262399,5374661.37083187,72.8480098107394,24.2187917269658,389.97805729211717,8.60724914060491,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443443.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443443.0.tif
1388,443444,24,3146,2712.85001802444,10243820.0560309,72.8736877451961,24.2238668545495,307.11199365004836,8.262621044783309,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443444.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443444.0.tif
1389,443445,24,1961,1658.85001218319,10177967.0909357,72.90409701671359,24.2249567297266,192.6710886839503,7.589996293626558,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443445.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443445.0.tif
1390,443446,24,987,830.3500053882599,3428856.2152214,72.92674328722279,24.2391818113313,287.8510902902558,8.169178866518893,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443446.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443446.0.tif
1391,443447,24,960,818.0000058412552,4565579.02107533,72.940156914683,24.25078770377189,210.26905800305076,7.716092756678145,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443447.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443447.0.tif
1392,443448,24,197,167.300001263618,611045.953692459,72.95902872928309,24.2661010834325,322.3980108362694,8.332699032382843,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443448.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443448.0.tif
1393,443449,24,1262,1073.25000846386,1596398.55734505,72.95756163217091,24.2596248117592,790.5294039471047,9.626675314774225,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443449.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443449.0.tif
1394,443450,24,774,660.850004673004,1230467.26491122,72.966064440689,24.25397303805,629.0293306224975,9.29698347898909,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443450.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443450.0.tif
1395,443451,24,900,773.3500065803529,1940757.29399212,72.9793678721681,24.2514789509916,463.73650264568016,8.857161481536155,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443451.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443451.0.tif
1396,443452,24,210,177.85000121593498,537606.856081769,72.9880739828753,24.2572388588587,390.6200183727929,8.609622075679193,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443452.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443452.0.tif
1397,443453,24,874,767.6000066995621,1637748.90526658,72.9970088300977,24.253909177130197,533.6593400792029,9.059775285229284,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443453.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443453.0.tif
1398,443454,24,556,471.450003862381,1609401.35560544,73.0045561146142,24.275403666183802,345.47007063433136,8.432416919729071,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443454.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443454.0.tif
1399,443455,24,1653,1419.0000106096302,923028.5798413841,73.00232925574609,24.262601840833398,1790.8437897817382,10.806423785282524,10,9,train,l8_median_india_vis/l8_median_india_vis_500x500_443455.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443455.0.tif
1410,443466,24,1104,935.550006270409,4688619.49591931,72.8719228065119,24.1956945626021,235.46376517882388,7.879361254628089,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443466.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443466.0.tif
1414,443470,24,882,779.8500065803529,1123430.57781144,72.7289678732668,24.177505987952298,785.0952407920282,9.616723869363359,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443470.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443470.0.tif
1415,443471,24,375,333.050003290176,2014915.66523782,72.7152017365384,24.1714184687985,186.11200779747716,7.5400273297016565,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443471.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443471.0.tif
1416,443472,24,331,291.95000243187,5696484.21715069,72.695879752645,24.171271524057804,58.1060154618601,5.860615622161854,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_443472.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443472.0.tif
1417,443473,24,2485,2189.4500221014,12951326.5334673,72.6952944508382,24.1402978990251,191.87223745602847,7.584002168728269,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443473.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443473.0.tif
1418,443474,24,685,606.6500053405761,3176456.75423773,72.72035968013792,24.160089697227203,215.64908733170608,7.752541800097972,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443474.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443474.0.tif
1419,443475,24,2519,2209.70001983643,3623481.34740722,72.7373309319915,24.1651482478209,695.1877927569489,9.441258938952878,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443475.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443475.0.tif
1420,443476,24,1824,1609.45001316071,3851326.96148101,72.75480519628779,24.1722995084907,473.60299923707055,8.887534407081848,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443476.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443476.0.tif
1422,443478,24,1775,1520.55000925064,13887825.9365029,72.85002317201341,24.1801044262031,127.8097816112868,6.997854443446739,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443478.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443478.0.tif
1423,443479,24,1384,1176.5500096082699,4082194.45055787,72.8925266420664,24.1857542947372,339.0333353206297,8.405283322538509,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443479.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443479.0.tif
1424,443480,24,445,377.65000307559995,969797.983611873,72.9024326881682,24.1808985081409,458.85845044002014,8.841905366631725,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443480.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443480.0.tif
1425,443481,24,1240,1050.90000724792,2236095.20092874,72.914428245358,24.1874078835714,554.5381070917634,9.115142793576133,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443481.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443481.0.tif
1427,443483,24,1625,1388.45000886917,2745130.51705006,72.9224794244018,24.2077750180877,591.9572821427224,9.209349259101106,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443483.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443483.0.tif
1434,443490,24,530,459.750003933907,929483.426607545,72.9871617582028,24.1988955112044,570.2091988174648,9.1553475033075,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443490.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443490.0.tif
1435,443491,24,904,805.050007462502,3130412.82473611,72.9792628250038,24.2128612515638,288.7798033718464,8.173826036590649,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443491.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443491.0.tif
1436,443492,24,284,243.400002121925,1314553.65250444,72.9671061361161,24.1984809916609,216.04291270952203,7.755174093849622,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443492.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443492.0.tif
1437,443493,24,1402,1191.45000910759,2564222.45783235,72.9571128584132,24.2043344047014,546.7544345529102,9.09474920634036,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443493.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443493.0.tif
1438,443494,24,2602,2214.05001592636,5627537.19074377,72.9450717920033,24.188002029609,462.36922330425386,8.852901560658212,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443494.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443494.0.tif
1439,443495,24,1729,1471.7000100612604,4284889.37860411,72.9277827920066,24.190330447428998,403.5110004551055,8.656464194345189,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443495.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443495.0.tif
1440,443496,24,1190,1016.05000865459,2198764.31895774,72.9124857672394,24.1737829884845,541.2130757898077,9.080052885240738,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443496.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443496.0.tif
1441,443497,24,1124,952.850005984306,2604664.75624287,72.89848541352299,24.166044621589197,431.53346214939666,8.753328623582751,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443497.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443497.0.tif
1442,443498,24,2910,2472.1500170230897,18608160.5863424,72.8767719834662,24.154420580015106,156.38300123741502,7.28893989063412,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443498.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443498.0.tif
1443,443499,24,463,398.05000257492105,8010354.52467954,72.8362485682634,24.152118942551894,57.800188315450704,5.85300228798225,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_443499.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443499.0.tif
1444,443500,24,480,418.500002861023,3768127.40730857,72.8081108463257,24.1660386519093,127.38422779150288,6.993042849663995,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443500.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443500.0.tif
1445,443501,24,103,90.4000004529953,1873311.18131607,72.7872316275832,24.1601071075063,54.982856573587895,5.780909957312839,5,4,train,l8_median_india_vis/l8_median_india_vis_500x500_443501.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443501.0.tif
1446,443502,24,1489,1325.25001132488,3405986.36252399,72.7747382501435,24.1559656462785,437.1714509439737,8.772055380065467,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443502.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443502.0.tif
1447,443503,24,741,657.100006222725,2779868.11511629,72.7614442757644,24.154723412003694,266.55940832970117,8.058313293307085,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443503.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443503.0.tif
1448,443504,24,1421,1239.95001041889,2110698.58116909,72.751926850366,24.153050959942398,673.2368196376602,9.394970270269187,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443504.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443504.0.tif
1449,443505,24,2135,1873.9000183343896,2400485.09460746,72.74175349529459,24.148164386806602,889.4035646362248,9.796694376646176,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443505.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443505.0.tif
1450,443506,24,445,392.3000031709671,2590737.44516945,72.7270401669286,24.1465151715282,171.76576531509326,7.424298710932107,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443506.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443506.0.tif
1451,443507,24,936,821.7500069141389,1321876.89395302,72.71780779981479,24.139190304808107,708.0840918558835,9.467776894291019,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443507.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443507.0.tif
1452,443508,24,494,436.2500035762789,1200508.64940396,72.6985815444216,24.123988614441103,411.4922455954531,8.684721433674618,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443508.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443508.0.tif
1453,443509,24,1294,1139.8500089645402,2003302.62306327,72.69531065983159,24.113557044258197,645.9333627893582,9.335241527864019,9,8,train,l8_median_india_vis/l8_median_india_vis_500x500_443509.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443509.0.tif
1454,443510,24,1138,987.550008296967,3920231.93328364,72.72310916840921,24.1242887946536,290.288947023294,8.18134583105292,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443510.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443510.0.tif
1455,443511,24,757,669.8000066280359,1732760.80633209,72.7382464926857,24.1363218565487,436.87507083128133,8.771076974169363,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443511.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443511.0.tif
1456,443512,24,1152,1010.35000932217,2866574.29070328,72.7499582076273,24.131647927604604,401.87341515484337,8.650597332752774,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443512.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443512.0.tif
1457,443513,24,814,708.15000629425,2678702.02197877,72.7659759235012,24.136424002940306,303.8785177750732,8.247350879130424,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443513.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443513.0.tif
1458,443514,24,544,479.750004768372,1123806.72667547,72.7785391738972,24.139885152351198,484.06900144591765,8.919068900391293,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443514.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443514.0.tif
1459,443515,24,821,718.450005292892,4364222.42566826,72.80216651354459,24.152523463224203,188.1205676345166,7.555513780274127,7,6,train,l8_median_india_vis/l8_median_india_vis_500x500_443515.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443515.0.tif
1461,443517,24,731,640.500004410744,5749819.7592111,72.825335452865,24.1324456644859,127.13441996663498,6.990210863646366,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443517.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443517.0.tif
1462,443518,24,447,382.10000336170197,1181442.0324258,72.8417843017594,24.137005373844598,378.35119094433736,8.563582176114844,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443518.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443518.0.tif
1463,443519,24,65,56.950000166893,609692.85724896,72.8430602839233,24.1300369903462,106.61105707108213,6.7362132634662375,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443519.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443519.0.tif
1464,443520,24,571,503.15000474453,6407796.80064231,72.86159378589002,24.1291035039643,89.11019150026164,6.4775185365790415,6,5,train,l8_median_india_vis/l8_median_india_vis_500x500_443520.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443520.0.tif
1465,443521,24,430,367.40000224113504,1364019.36083118,72.8997185542765,24.151411259262094,315.24479222785726,8.300328727531701,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443521.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443521.0.tif
1466,443522,24,2233,1961.2500144243202,6173664.82253009,72.9097214531569,24.141817539300103,361.6976405733785,8.498640376808533,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443522.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443522.0.tif
1467,443523,24,1032,882.3000050783162,3023949.64511803,72.913320581174,24.1607851549845,341.27552410341787,8.414793139456648,8,7,train,l8_median_india_vis/l8_median_india_vis_500x500_443523.0.tif,s1_median_india_vis/s1_median_india_vis_500x500_443523.0.tif
